,name,address,point_x,point_y,specify,dataType,tag
183,韦尔家教育(文鼎苑店),浙江省杭州市西湖区余杭塘路817号,120.08958341253472,30.29753294894053,西湖区,幼儿园,
184,希溪谷,杭州市西湖区御溪巷复地黄龙和山,120.06050745180903,30.245861202721013,西湖区,幼儿园,
185,杭州市之江第二小学,杭州市西湖区珊瑚沙路与碧波路交叉口西南50米,120.09045316460409,30.164446407785878,西湖区,小学,
186,浙江科技学院(小和山校区),浙江省杭州市西湖区留和路318号,120.02049840398509,30.222433992781042,西湖区,小学,
187,三墩镇山桥小学,杭州市西湖区三墩镇肖家坝12号,120.03656364405607,30.330880232482873,西湖区,小学,
188,朴新飞越中小学,杭州市西湖区马塍路马塍路4号A座,120.14540761475915,30.276943097205454,西湖区,小学,
189,文一街小学(师苑校区),杭州市西湖区笃行巷融信杭州公馆南侧约130米,120.12550849547358,30.292374839497292,西湖区,小学,
190,翁家山小学,浙江省杭州市西湖区翁家山128号,120.11175190997454,30.22132717648407,西湖区,小学,
191,杨家塘村茹家堪东34号,杭州市西湖区振华路紫金港·人才公寓西南侧约210米,120.05287366024756,30.315287603392388,西湖区,小学,
192,浙江大学紫金港校区行政中心,杭州市西湖区余杭塘路866号浙江大学紫金港校区,120.08330864348143,30.305771496880094,西湖区,小学,
193,杭州师范大学玉皇山校区(小剧场),浙江省杭州市西湖区玉皇山路77号,120.152609321152,30.23066475581703,西湖区,小学,
194,大地之野小森林,浙江省杭州市西湖区上城埭路,120.03590970435097,30.180047072529412,西湖区,小学,
195,上泗中学,浙江省杭州市西湖区沈横路30号,120.06234904498939,30.164382120258896,西湖区,中学,
196,杭州西湖职业高级中学,杭州市西湖区杭新东路3号,120.0781714017985,30.160083019285192,西湖区,中学,
197,杭州市轻工高级技工学校,浙江省杭州市西湖区下杨村,120.06412302779414,30.112520521274867,西湖区,中学,
198,杭州医药中等专业学校(马家坞),杭州市西湖区马家坞26号(近马家坞),120.09466569279506,30.25891575086673,西湖区,中学,
199,余杭区东湖世纪星幼儿园,浙江省杭州市临平区东湖北路321号,120.2972,30.44552,余杭区,幼儿园,tdt
200,临平街道中心幼儿园,浙江省杭州市临平区映荷街138西南方向80米,120.28332,30.43138,余杭区,幼儿园,tdt
201,闲林中心幼儿园和睦分园,浙江省杭州市余杭区金家浜16,119.997313,30.255394,余杭区,幼儿园,tdt
202,余杭区勾庄中心幼儿园金家渡园区,浙江省杭州市余杭区曹家路69,120.080778,30.348272,余杭区,幼儿园,tdt
203,崇贤镇中心幼儿园沿山分园,浙江省杭州市临平区浙江省杭州市余杭区,120.18973,30.40482,余杭区,幼儿园,tdt
204,崇贤中心幼儿园周家村分园,浙江省杭州市临平区鱼池埂8号,120.1546,30.41933,余杭区,幼儿园,tdt
205,仁和中心幼儿园平宅分园,浙江省杭州市余杭区仁和镇平宅顿力南路正北方向171米,120.12961,30.44192,余杭区,幼儿园,tdt
206,贝尔树幼儿园,浙江省杭州市余杭区浙江省杭州市余杭区,120.089643,30.348323,余杭区,幼儿园,tdt
207,玉鸟幼儿园,浙江省杭州市余杭区良渚镇良渚文化村,120.023338,30.369192,余杭区,幼儿园,tdt
208,仁和中心幼儿园东山分园,浙江省杭州市余杭区浙江省杭州市余杭区,120.09418,30.4309,余杭区,幼儿园,tdt
209,临平第三幼儿园木桥浜路分园,浙江省杭州市临平区木桥浜路176,120.29448,30.42295,余杭区,幼儿园,tdt
210,南苑街道中心幼儿园万常分园,浙江省杭州市临平区浙江省杭州市余杭区,120.307133,30.358044,余杭区,幼儿园,tdt
211,五洋幼儿园,浙江省杭州市临平区繁荣路57,120.26939,30.49793,余杭区,幼儿园,tdt
212,仁和第一幼儿园东风分园,浙江省杭州市余杭区浙江省杭州市余杭区,120.07677,30.43838,余杭区,幼儿园,tdt
213,仓前镇中心幼儿园高桥分园,浙江省杭州市余杭区三仓路28号正北方向26米,120.015,30.31642,余杭区,幼儿园,tdt
214,闲林中心幼儿园民丰分园,浙江省杭州市余杭区民丰文化活动中心正东方向124米,119.99247,30.23842,余杭区,幼儿园,tdt
215,新阳光幼儿园,浙江省杭州市余杭区莫干山路1632,120.08212,30.35527,余杭区,幼儿园,tdt
216,余杭区闲林中心幼儿园里项分院,浙江省杭州市余杭区浙江省杭州市余杭区,119.98164,30.20314,余杭区,幼儿园,tdt
217,星桥中心幼儿园惠都分园,浙江省杭州市临平区太平路119,120.26412,30.3982,余杭区,幼儿园,tdt
218,余杭区大樟树幼儿园,浙江省杭州市临平区杭沪复线东西大道正东方向151米,120.29874,30.38,余杭区,幼儿园,tdt
219,杭州市余杭区美孚天童幼儿园,浙江省杭州市临平区北沙西路152-16,120.26688,30.43228,余杭区,幼儿园,tdt
