,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape,verify_point_x,verify_point_y,verify_address
26,1911.0,宁波市海曙区高桥镇邵家幼儿园,浙江省宁波市海曙区高桥镇石塘村邵家81号,121.4300846,29.91490816,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A11000078199281865B5E403039E36B37EA3D40,121.42996,29.9149200000001,宁波市海曙区邵家幼儿园
27,2001.0,杭州市西湖区莲花港幼儿园,杭州市西斗门路146号,120.1062565,30.29253645,杭州市,西湖区,古荡街道,幼儿园,330106.0,学前教育,,01010000208A11000018C3EDE7CC065E40D0EE39ABE34A3E40,120.1062,30.29244,杭州市西湖区西斗门路146西湖区莲花港学前教育集团莲花港幼儿园
28,2014.0,杭州市余杭区大井幼儿园,杭州市余杭区乔司街道五星村,120.2451414,30.35123003,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A110000787D9565B00F5E4090560736EA593E40,120.24525,30.35103,杭州市临平区乔司泥桥村杭州市大井幼儿园
29,2022.0,宁波市海曙区集士港镇新星幼儿园,宁波市海曙区集士港镇湖山新村13号,121.4199196,29.88547733,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A110000A0B241F6DF5A5E4080D060A4AEE23D40,121.41984,29.8856,宁波市海曙区湖山新村14号新星幼儿园
30,2049.0,杭州市余杭区临平第五小学,杭州市余杭区东湖街道振兴东路46号,120.3200048,30.44354001,杭州市,余杭区,东湖街道,小学,330110.0,初等教育,,01010000208A110000302245F57A145E40608880D68B713E40,120.319981,30.443617,杭州市临平区临平第五小学
31,2075.0,义乌市大陈镇大陈初级中学,义乌市大陈镇丰润路,120.115918,29.456588,金华市,义乌市,大陈镇,初级中学,330782.0,中等教育,,01010000208A11000020C154336B075E4000BF7FF3E2743D40,120.11594,29.45671,金华市义乌市大陈镇初级中学
32,2112.0,义乌市北苑吉尔优幼儿园,浙江省金华市义乌市北苑街道柳三新村7区3幢,120.0415946,29.34714805,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000028B2917CA9025E4040EAD5B1DE583D40,120.04171,29.34705,金华市义乌市柳三新村7区3幢吉尔优幼儿园
33,2315.0,宁波市海曙区高桥镇绿茵君尚幼儿园,宁波市海曙区蒲秀路15号,121.4568081,29.89081297,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000389E1A583C5D5E40A0D28B510CE43D40,121.45681,29.89066,宁波市海曙区蒲秀路15绿茵君尚幼儿园
34,2384.0,宁波市海曙润禾幼儿园,宁波市海曙区段塘丁家街86号1幢,121.5159327,29.83623522,宁波市,海曙区,段塘街道,幼儿园,330203.0,学前教育,,01010000208A11000028717A0A05615E40D0A9E98213D63D40,121.5158,29.8364100000001,宁波市海曙区丁家街86号丁家好又多
35,2462.0,杭州市余杭区启蒙·东方俊园幼儿园,杭州市余杭区南苑街道东方俊园俊景苑1幢,120.3112478,30.42548524,杭州市,余杭区,南苑街道,幼儿园,330110.0,学前教育,,01010000208A11000088240B7CEB135E401052CF99EC6C3E40,120.31115,30.42553,杭州市临平区红丰南路87号启蒙东方俊园幼儿园
36,2506.0,宁波市海曙区古林镇童趣幼儿园,宁波市海曙区古林镇礼嘉桥村方家耷1号,121.4962267,29.84679348,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A1100008019782DC25F5E40705C2375C7D83D40,121.49628,29.846818,宁波市海曙区礼嘉桥方家耷村童趣幼儿园
37,2567.0,义乌市后宅街道北站幼儿园,义乌市后宅街道北站一区5栋,120.0453425,29.36967427,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000A0A10EE4E6025E4010870FF9A25E3D40,120.04524,29.3696600000001,金华市义乌市北站一区5幢北站幼儿园
38,2729.0,宁波市海曙区古林镇包家幸福幼儿园,浙江省宁波市海曙区古林镇包家村1号,121.4833901,29.85030608,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000886CF5DCEF5E5E4010B7AFA8ADD93D40,121.48331,29.85026,宁波市海曙区汪杨南路1号正东方向164米古林镇包家村幸福幼儿园
39,2754.0,杭州市余杭区天都城蒙特梭利幼儿园,浙江省杭州市余杭区星桥镇留月街122号,120.2466036,30.38230708,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A110000F003655AC80F5E40A08382E0DE613E40,120.24662,30.3823100000001,杭州市临平区留月街122天都城蒙特梭利幼儿园
40,2761.0,宁波市海曙区闻裕顺南苑幼儿园,海曙区南苑街127弄49号,121.5219984,29.85137045,宁波市,海曙区,段塘街道,幼儿园,330203.0,学前教育,,01010000208A11000028520B6C68615E40706AFC69F3D93D40,121.52187,29.85144,宁波市海曙区闻裕顺南苑幼儿园
41,2937.0,杭州普普幼儿园有限公司,杭州市西湖区振华路300号,120.0657446,30.31554728,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100004017DC2835045E4010C3CEB4C7503E40,120.0656374,30.3156694,杭州市西湖区振华路200号瑞鼎大厦斜对面西北方向100米普普幼儿园
42,2997.0,义乌市北苑星火幼儿园,浙江省义乌市北苑街道四季二区31幢,120.044735,29.32027157,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000090743EF0DC025E4080833951FD513D40,120.04477,29.32031,金华市义乌市星火幼儿园
43,3004.0,宁波市海曙区古林镇金太阳幼儿园,宁波市海曙区古林镇薛家村1号,121.4964667,29.85917675,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000E01A0B1CC65F5E405070E601F3DB3D40,121.49637,29.85905,宁波市海曙区薛家南路478正西方向169米金太阳幼儿园
44,3159.0,义乌市后宅绿泡泡幼儿园,义乌市后宅街道十二山头18栋,120.0499566,29.36417955,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000A0D81C7D32035E40C06AFDDE3A5D3D40,120.04988,29.36415,金华市义乌市十二山头18幢绿泡泡幼儿园
45,3177.0,浙江育人专修学院,杭州市西湖区西园九路6号,120.0597935,30.32062125,杭州市,西湖区,三墩镇,民办的其他高等教育机构,330106.0,其他教育,,01010000208A1100006006F6A7D3035E4020BEFF3B14523E40,120.05979,30.3207,杭州市西湖区西园九路6号浙江育人专修学院
46,3208.0,义乌市铜溪小学,义乌市义亭镇稠义路170号,119.9483933,29.23795025,金华市,义乌市,义亭镇,小学,330782.0,初等教育,,01010000208A110000580EFF79B2FC5D40B01EC24EEA3C3D40,119.94846,29.23817,金华市义乌市稠义西路170义乌市铜溪小学
47,3250.0,德清县莫干山外国语学校,浙江省湖州市德清县武康镇乐成巷55号,119.9621919,30.5260034,湖州市,德清县,舞阳街道,九年一贯制学校,330521.0,中等教育,,01010000208A110000281F3E8D94FD5D40B0FE9F28A8863E40,119.9622,30.526,湖州市德清县乐成巷55莫干山外国语学校北门
48,3262.0,义乌市稠江街道红五星幼儿园,义乌市稠江街道龙回新村31幢,120.0189398,29.2902845,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A1100009001164F36015E40A026B515504A3D40,120.01901,29.2901800000001,金华市义乌市龙回四区71幢龙回红五星幼儿园
49,3299.0,宁波市海曙牡丹幼儿园,海曙区段塘东路107弄8号,121.5180203,29.8451405,宁波市,海曙区,段塘街道,幼儿园,330203.0,学前教育,,01010000208A110000F056B43E27615E4060D8A6205BD83D40,121.517940224,29.8451649020001,宁波市海曙区段塘东路107弄8号牡丹幼儿园
50,3410.0,义乌市江东街道孔村黎明幼儿园,浙江省义乌市江东街道孔村一区65幢,120.0660216,29.26832163,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000A0118AB239045E40D03FFAB9B0443D40,120.065899,29.268391,金华市义乌市孔村一区65黎明幼儿园
51,3448.0,宁波市海曙海光幼儿园,海曙区环城西路南段688弄57号,121.5184183,29.85753255,宁波市,海曙区,段塘街道,幼儿园,330203.0,学前教育,,01010000208A110000B8E91CC42D615E40F0CCD54087DB3D40,121.51829,29.857586,宁波市海曙区宁波市海光幼儿园
52,3468.0,义乌市残联育智学校,义乌市后宅街道银尔路12号,120.0513972,29.3697716,金华市,义乌市,后宅街道,弱智学校,330782.0,特殊教育,,01010000208A110000A0C89F174A035E405066F859A95E3D40,120.0514,29.3697100000001,金华市义乌市银尔路12号义乌市残联育智学校
53,3477.0,杭州财税会计学校（杭州财政税务干部学校）,浙江省杭州市西湖区翠苑街道花园社区文一路139号,120.1298637,30.29009921,杭州市,西湖区,翠苑街道,成人中等专业学校,330106.0,中等教育,,01010000208A1100009095EBAF4F085E40101206F1434A3E40,120.1298,30.2903600000001,杭州市西湖区文一路139号杭州财税会计学校
54,3484.0,杭州市西点幼儿园,杭州市西湖区文一西路雅仕苑内,120.1001804,30.28737665,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A11000030340A5B69065E405062218491493E40,120.10017,30.28759,杭州市西湖区文一西路149号雅仕苑西点幼儿园
55,3491.0,义乌市东洲第一幼儿园,义乌市东洲花园眺雨苑10幢,120.1147147,29.31097732,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A1100007029187C57075E4020E7A6359C4F3D40,120.114735,29.310983,金华市义乌市东洲·眺雨苑10幢1东洲第一幼儿园
56,3520.0,宁波海曙区天天乐幼儿园,宁波市海曙区环城西路北段245弄39号,121.5162249,29.88953101,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A110000D87251D409615E4060E8F54DB8E33D40,121.516247,29.889415,宁波市海曙区环城西路北段245弄39号天天乐幼儿园
57,3522.0,宁波市海曙区赫德双语幼儿园,宁波市海曙区解放南路10号,121.5459643,29.8628893,宁波市,海曙区,江厦街道,幼儿园,330203.0,学前教育,,01010000208A11000088AA1814F1625E4000462750E6DC3D40,121.54588,29.86286,宁波市海曙区解放南路10宁波市海曙区赫德双语幼儿园
58,3550.0,宁波市海曙区高桥镇阳光幼儿园,宁波市海曙区高桥镇高峰村马浦路2号,121.4625676,29.90388304,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A11000078B6EAB49A5D5E4000EAFBE064E73D40,121.46258,29.9038,宁波市海曙区马浦路2阳光幼儿园
59,3610.0,宁波市海曙区心爱心幼儿园,浙江省宁波市海曙区徐家漕路211弄39号,121.4912275,29.88497713,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A110000E8E99545705F5E40E0A57FDC8DE23D40,121.49123,29.88487,宁波市海曙区徐家漕路211弄39号心爱心幼儿园
60,3623.0,义乌市廿三里街道麻车塘幼儿园,义乌市廿三里街道西田畈村8栋,120.1636016,29.35006914,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000070F3D172780A5E4090A393219E593D40,120.16356,29.35,金华市义乌市西田畈村8幢1-2号麻车塘幼儿园
61,3630.0,宁波市海曙区集士港镇青垫幼儿园,浙江省宁波市海曙区集士港镇万众村青垫前街105号,121.4184206,29.85107766,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A110000787BFB66C75A5E40E02BAF39E0D93D40,121.418502,29.851111,宁波市海曙区万众村105青垫幼儿园
62,3738.0,宁波市海曙区石碶红星学校,浙江省宁波市海曙区石碶街道后仓村东边73号,121.4804256,29.82678348,宁波市,海曙区,石碶街道,九年一贯制学校,330203.0,中等教育,,01010000208A1100003080D04ABF5E5E40A02D0315A8D33D40,121.4805,29.8269,宁波市海曙区后仓村东边宁波市海曙区石碶红星小学
63,3817.0,宁波市海曙区高桥镇半路庵幼儿园,宁波市海曙区高桥镇秀丰路59号,121.472518,29.89430618,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000D848EABB3D5E5E4080980040F1E43D40,121.47243,29.8945000000001,宁波市海曙区秀丰路59半路庵幼儿园
64,3818.0,浙江机电技工学校,义乌市城北路60号,120.0799633,29.33630722,金华市,义乌市,稠城街道,职业高中学校,330782.0,中等教育,,01010000208A11000090DB581E1E055E4000B8D63A18563D40,120.080014,29.336167,金华市义乌市浙江省机电高级技工学校
65,3864.0,义乌市江东街道七彩临江幼儿园,义乌市江东街道临江后成一区5幢5号,120.0742894,29.29221082,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000183F1F28C1045E40F041FA53CE4A3D40,120.07429,29.2921200000001,金华市义乌市后成一区5幢七彩临江幼儿园
66,3929.0,杭州市余杭区江南春·闲林山水幼儿园,余杭区闲林街道华丰村闲林山水幼儿园,120.0096901,30.2363345,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A110000D02E07C39E005E401088E76A803C3E40,120.0096,30.2363300000001,杭州市余杭区闲林镇闲林山水江南春·闲林山水幼儿园
67,4040.0,义乌市江东哆哆熊幼儿园,浙江省义乌市江东街道通宝路202号,120.1356489,29.315914,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000404FB978AE085E4040877BBDDF503D40,120.13565,29.3159,金华市义乌市哆哆熊幼儿园
68,4090.0,义乌市廿三里街道畅想幼儿园,义乌市廿三里街道通宝路1745号,120.1743074,29.32780606,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000088034EDA270B5E4060F30119EB533D40,120.174445,29.327792,金华市义乌市通宝路1745义乌市廿三里畅想幼儿园
69,4157.0,杭州市西湖区紫荆幼儿园,杭州市西湖区紫荆花路290号,120.0884649,30.29264573,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A11000028948A68A9055E4080F5A3D4EA4A3E40,120.08849,30.29284,杭州市西湖区杭州市西湖区紫荆幼儿园北门
70,4181.0,杭州市西湖区文苑幼儿园,杭州市西湖区紫荆花路106号,120.089147,30.28103808,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A1100007055C995B4055E4050A5851CF2473E40,120.08922,30.28109,杭州市西湖区紫荆花路106号杭州市西湖区文苑幼儿园
71,4184.0,宁波市海曙区高桥镇新安幼儿园,宁波市海曙区高桥镇望江村唐家漕130号,121.4901803,29.91017064,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A11000088365A1D5F5F5E4050FD63F100E93D40,121.4902,29.91017,宁波市海曙区唐家漕130高桥镇新安幼儿园
72,4194.0,义乌市后宅杜元幼儿园,义乌市后宅街道杜元村,120.0596081,29.36473748,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A110000A824549ED0035E40B0A2736F5F5D3D40,120.05967,29.36477,金华市义乌市杜元小区65幢义乌市后宅街道杜元幼儿园
73,4237.0,义乌市廿三里新上社幼儿园,义乌市廿三里街道上社村348号,120.1727719,29.33125494,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A1100004056E3B10E0B5E40C0A4A91FCD543D40,120.17264,29.33131,金华市义乌市上社村348新上社幼儿园
74,4277.0,宁波市海曙区高桥镇青苹果幼儿园,宁波市海曙区高桥镇望江村王家41号,121.4959358,29.90658813,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000987A8269BD5F5E403096E52816E83D40,121.496054,29.906834,宁波市海曙区王家41青苹果幼儿园
75,4290.0,义乌市稠江街道象山幼儿园,义乌市稠江街道象山社区青春路666号,119.9980085,29.27386954,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A1100000089F35EDFFF5D40A01465501C463D40,119.99815,29.2738,金华市义乌市象山村象山幼儿园
76,4304.0,义乌市苏溪新岸幼儿园,义乌市苏溪镇朝阳街28号,120.1307172,29.41457608,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A11000010707CAB5D085E40509975A8216A3D40,120.13086,29.41456,金华市义乌市朝阳街28号新岸幼儿园
77,4349.0,义乌市稠城街道太阳人幼儿园,义乌市稠州中路391号,120.0669768,29.29910451,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A1100008857D45849045E40305BE71C924C3D40,120.06691,29.29913,金华市义乌市太阳人幼儿园
78,4369.0,宁波市海曙区中原艺术幼儿园,宁波市海曙区郎官巷西弄14号,121.5314289,29.87689598,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A110000406779EE02625E4090FA50417CE03D40,121.53134,29.87697,宁波市海曙区郎官巷西弄14海曙区中原艺术幼儿园
79,4388.0,杭州市余杭区万泰幼儿园,杭州市余杭区乔司街道锦良路22号,120.2769639,30.3924571,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A1100008048BEC6B9115E40D077961178643E40,120.27696,30.39246,杭州市临平区世纪大道西1015-51万泰幼儿园
80,4457.0,杭州市西湖区和家园幼儿园,杭州市西湖区杨梅山路305号,120.0588001,30.23824865,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A11000020378761C3035E40F0A718DDFD3C3E40,120.05874,30.238,杭州市西湖区留下镇杨梅山路305号名苑学前教育集团和家园幼儿园
81,4496.0,宁波市海曙区集士港镇利华幼儿园,浙江省宁波市海曙区集士港镇翁家桥村153号,121.4389704,29.90157632,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A11000090A63A17185C5E4080D6B1B4CDE63D40,121.4389,29.90152,宁波市海曙区翁家桥村153新利华幼儿园
82,4522.0,义乌市北苑新蕾幼儿园,义乌市北苑街道拥军一区19幢,120.0468041,29.3246585,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000058868ED6FE025E40E0C0D4D11C533D40,120.04676,29.324723,金华市义乌市拥军一区19幢新蕾幼儿园
83,4549.0,义乌市后宅未来星幼儿园,义乌市后宅街道下畈新村25幢1-2单元,120.0493413,29.38174065,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A1100008017646828035E40D07B68C1B9613D40,120.04933,29.38186,金华市义乌市下畈村25幢1单元未来星幼儿园
84,4563.0,义乌市廿三里街道娃哈哈幼儿园,义乌市廿三里街道公园村34号,120.1676617,29.32798843,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A1100000854F4F7BA0A5E4000BAB30CF7533D40,120.16773,29.32804,金华市义乌市公园村娃哈哈幼儿园
85,4608.0,义乌市廿三里聪明宝贝幼儿园,义乌市廿三里街道石柱下村38栋,120.156316,29.33726966,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A1100003095EA14010A5E401039F84D57563D40,120.156331,29.337122,金华市义乌市廿三里石柱下38幢2单元聪明宝贝幼儿园
86,4641.0,宁波市海曙区古林镇蓝天幼儿园,宁波市海曙区古林镇中心路113号,121.4319829,29.83296846,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000883CAD9BA55B5E40206AB96B3DD53D40,121.432,29.83314,宁波市海曙区古林中心路113号海曙区古林镇蓝天幼儿园
87,4683.0,义乌市江东街道展苑幼儿园,浙江省义乌市江东街道青口江干村清溪东路31号,120.1316618,29.31727289,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000028127D256D085E409029CACB38513D40,120.13166,29.3173,金华市义乌市清溪东路31号展苑幼儿园
88,4689.0,义乌市宾王小学教育集团,义乌市稠城街道宗泽路489号,120.0934747,29.32315359,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A1100001062737DFB055E40201CAA31BA523D40,120.09346,29.32315,金华市义乌市宗泽路489义乌市宾王小学教育集团银苑校区
89,4694.0,义乌市后宅街道神舟幼儿园,义乌市后宅神州路225号,120.0547674,29.35586224,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000098DD0F4F81035E40F090B7C9195B3D40,120.05489,29.355801,金华市义乌市神舟路225号神舟幼儿园
90,4753.0,义乌市后宅街道曹村幼儿园,义乌市后宅街道曹村,120.015697,29.37659599,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000048CCC82D01015E40C0AC339868603D40,120.015616,29.376737,金华市义乌市后宅街道曹村正东方向158米曹村幼儿园
91,4761.0,义乌市北苑街道清溪成红幼儿园,浙江省义乌市北苑街道青溪小区78幢,120.0619877,29.34990391,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000028296F9BF7035E40D013874D93593D40,120.06204,29.34986,金华市义乌市厚富小区78幢成红幼儿园
92,4770.0,义亭镇畈田朱幼儿园,浙江省义乌市义亭畈田朱幼儿园,119.9259603,29.21250902,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A110000D87DC3EE42FB5D40C0B5B6FD66363D40,119.92596,29.2125,金华市义乌市畈田朱畈田朱幼儿园
93,4775.0,杭州市西湖区凯乐幼儿园,杭州市西湖区常陇路10号5号楼,120.0793656,30.17491837,杭州市,西湖区,转塘街道,幼儿园,330106.0,学前教育,,01010000208A110000F8C29A5314055E4030815373C72C3E40,120.07951,30.17489,杭州市西湖区常陇路10号5号楼杭州凯乐幼儿园
94,4888.0,宁波市段塘学校,宁波市海曙区段塘街道粮丰街165号,121.5221521,29.84952635,宁波市,海曙区,段塘街道,九年一贯制学校,330203.0,中等教育,,01010000208A1100003896B7F06A615E402057128F7AD93D40,121.52217,29.84955,宁波市海曙区粮丰街165宁波市海曙区段塘学校
95,4943.0,义乌市江东街道青岩刘幼儿园,义乌市江东街道青岩刘B区3幢,120.08475,29.28901678,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000D097268B6C055E4060AFFA00FD493D40,120.08474,29.2890100000001,金华市义乌市青岩刘B区3幢青岩刘幼儿园
96,5022.0,义乌市廿三里街道蓝天幼儿园,义乌市廿三里街道公园村85号,120.1673079,29.32691415,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000088ED512CB50A5E40807057A5B0533D40,120.16738,29.32681,金华市义乌市公园村85蓝天幼儿园
97,5054.0,宁波市海曙区宝宝慧.郎官幼儿园,宁波市海曙区假山新村24幢101室,121.5292343,29.87720684,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A110000E03E68F9DE615E40B037AAA090E03D40,121.529190349,29.877235307,宁波市海曙区假山新村24幢101号宝宝慧·郎官幼儿园
98,5069.0,义乌市佛堂贝贝幼儿园,佛堂镇渡磬北路38号,120.0065277,29.20676763,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000F03D33F36A005E40203F1BB9EE343D40,120.006516,29.206477,金华市义乌市渡磬北路38贝贝幼儿园
99,5131.0,义乌市江东街道米朗幼儿园,浙江省义乌市下付小区100栋,120.0632188,29.28165338,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000A08CDCC60B045E40F0CAA46F1A483D40,120.06327,29.28173,金华市义乌市下傅小区100幢3号米朗幼儿园
100,5132.0,杭州市余杭区彭公中心幼儿园,杭州市余杭区石濑村郎家井20号,119.9186855,30.41124228,杭州市,余杭区,瓶窑镇,幼儿园,330110.0,学前教育,,01010000208A110000E8666FBECBFA5D409072822C47693E40,119.91868,30.41124,杭州市余杭区郎家井20彭公中心幼儿园
101,5134.0,义乌市南环幼儿园,义乌市江东街道江南三区92栋,120.0815202,29.28620528,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000102D62A037055E40706DDABF44493D40,120.081429,29.2863110000001,金华市义乌市江南三区92幢1南环幼儿园
102,5136.0,义乌市江东街道金喇叭幼儿园,义乌市江东街道前流新村58号,120.034847,29.24253549,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000E8F2B7EE3A025E40E0F651CE163E3D40,120.0347,29.24247,金华市义乌市前流新村58金喇叭幼儿园
103,5144.0,义乌市商苑幼儿园,义乌市江东街道商苑小区,120.084332,29.292802,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000068800BB265055E4010346612F54A3D40,120.0844,29.2926,金华市义乌市商苑江东商苑幼儿园
104,5165.0,义乌市佛堂镇初级中学,浙江省义乌市佛堂镇建设东路55号,120.02019,29.204348,金华市,义乌市,佛堂镇,初级中学,330782.0,中等教育,,01010000208A110000306DFFCA4A015E40C000892650343D40,120.02013,29.20442,金华市义乌市佛堂镇初级中学
105,5182.0,义乌市大陈镇东塘幼儿园,义乌市大陈镇杜门村委会,120.167599,29.500024,金华市,义乌市,大陈镇,幼儿园,330782.0,学前教育,,01010000208A110000E8F527F1B90A5E401037A79201803D40,120.16762,29.5000000000001,金华市义乌市东塘幼儿园
106,5210.0,杭州市西湖区翠苑第三幼儿园,杭州市西湖区翠苑新村三区63幢,120.1161812,30.29270714,杭州市,西湖区,翠苑街道,幼儿园,330106.0,学前教育,,01010000208A110000D8A437836F075E4020C9FADAEE4A3E40,120.116281,30.292548,杭州市西湖区翠苑新村三区63号杭州市西湖区翠苑第三幼儿园
107,5223.0,杭州市西湖区天虹幼儿园,杭州市西湖区紫荆花北路288号,120.086791,30.31502861,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A110000C851C3FB8D055E401013F8B6A5503E40,120.08676,30.314764,杭州市西湖区紫荆花路288西湖区天虹幼儿园天虹园
108,5267.0,德清县钟管镇中心幼儿园,德清县钟管镇永安街2号,120.1838837,30.64940733,湖州市,德清县,钟管镇,幼儿园,330521.0,学前教育,,01010000208A110000289908C0C40B5E40F08A038F3FA63E40,120.18389,30.6494000000001,湖州市德清县寺前路159钟管镇中心幼儿园
109,5299.0,义乌市福田拨浪鼓幼儿园,义乌市诚信二区30幢,120.112098,29.349085,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A11000098FC169D2C075E40308672A25D593D40,120.11203,29.3491900000001,金华市义乌市诚信二区30幢1号拨浪鼓幼儿园
110,5328.0,义乌市上溪塘西幼儿园,义乌市上溪镇塘西村18幢1号,119.914991,29.263621,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A110000984869368FFA5D40F08975AA7C433D40,119.915103719,29.2638616680001,金华市义乌市塘西社区18幢2单元塘西幼儿园
111,5335.0,义乌市江东蓝星幼儿园,义乌市江东街道许宅村,120.049598,29.244533,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000098FC169D2C035E40F0CAF5B6993E3D40,120.04973,29.24445,金华市义乌市江东街道蓝星幼儿园
112,5349.0,杭州市西湖区蓝精灵幼儿园,杭州市西湖区双浦镇轮渡路16号,120.12295,30.123148,杭州市,西湖区,双浦镇,幼儿园,330106.0,学前教育,,01010000208A110000C042AD69DE075E40609198A0861F3E40,120.12284,30.12334,杭州市西湖区轮渡路16号西湖区蓝精灵幼儿园
113,5362.0,杭州市余杭区小林中心小学,浙江省杭州市余杭区临平镇东湖街道望梅路597号,120.248453,30.430955,杭州市,余杭区,临平街道,小学,330110.0,初等教育,,01010000208A110000F86569A7E60F5E40300C1F11536E3E40,120.248609,30.430856,杭州市临平区小林小学(3组旁)余杭区小林中心小学
114,5373.0,杭州市周浦小学,浙江省杭州市西湖区双浦镇周家埭忖408号,120.0687004,30.1028062,杭州市,西湖区,双浦镇,小学,330106.0,初等教育,,01010000208A110000909B859665045E40703CCA81511A3E40,120.06871,30.10281,杭州市西湖区周家埭408杭州市周浦小学
115,5386.0,杭州市余杭区中泰中心小学,杭州市余杭区中泰街道中泰路37号,119.921249,30.241245,杭州市,余杭区,中泰街道,小学,330110.0,初等教育,,01010000208A110000409E5DBEF5FA5D40D052793BC23D3E40,119.92108,30.24122,杭州市余杭区中泰路37中泰乡中心小学
