,name,address,point_x,point_y,specify,dataType,gd_point_x,gd_point_y
205,杭州市闲林职业高级中学,浙江省杭州市余杭区闲富南路(闲林中路口),119.97849,30.22544,余杭区,中专,119.982424,30.222004
206,浙江交通职业技术学院,浙江省杭州市余杭区莫干山路1515,120.08424,30.34603,余杭区,中专,120.08793,30.343687
207,杭州现代技工学校,浙江省杭州市余杭区华一路7,119.96891,30.2754,余杭区,中专,119.973255,30.273291
208,蓝天幼儿园,浙江省金华市义乌市公园村85,120.16738,29.32681,义乌市,幼儿园,120.171871,29.324323
209,七彩临江幼儿园,浙江省金华市义乌市后成一区5幢,120.07429,29.29212,义乌市,幼儿园,120.078957,29.289614
210,下湾幼儿园,浙江省金华市义乌市下湾三区19幢,120.147949,29.321298,义乌市,幼儿园,120.152683,29.318831
211,爱咪儿幼儿园,浙江省金华市义乌市建设三村58幢,120.06002,29.31039,义乌市,幼儿园,120.065,29.307841
212,星火幼儿园,浙江省金华市义乌市浙江省金华市义乌市,120.04477,29.32031,义乌市,幼儿园,120.049607,29.317734
213,童星幼儿园,浙江省金华市义乌市上西陶村委会,120.11856,29.38575,义乌市,幼儿园,120.123174,29.383306
214,3之3江滨幼儿园,浙江省金华市义乌市大成路江滨小区旁(中心小学隔壁),120.00921,29.19662,义乌市,幼儿园,120.013846,29.193915
215,大路金成红幼儿园,浙江省金华市义乌市大路金27幢,120.027201,29.285788,义乌市,幼儿园,120.031554,29.283322
216,永祥国学幼儿园,浙江省金华市义乌市凤栖街A58号(楼下村菜市场旁),120.05294,29.28704,义乌市,幼儿园,120.057328,29.284492
217,杨村幼儿园,浙江省金华市义乌市稠江街道经发大道杨一村3栋,120.03742,29.29607,义乌市,幼儿园,120.041932,29.29367
218,青青江滨幼儿园,浙江省金华市义乌市下埠头10幢,120.0727,29.29756,义乌市,幼儿园,120.077531,29.295063
219,青口幼儿园,浙江省金华市义乌市青口东区9幢,120.12518,29.31543,义乌市,幼儿园,120.129802,29.312959
220,万里幼儿园,浙江省金华市义乌市留雅小区25幢,120.030217,29.305791,义乌市,幼儿园,120.034922,29.303256
221,启明星幼儿园,浙江省金华市义乌市雪峰路4,120.02762,29.14678,义乌市,幼儿园,120.032241,29.144171
222,下王幼儿园,浙江省金华市义乌市东洲路237,120.11672,29.31379,义乌市,幼儿园,120.121457,29.311308
223,云门幼儿园,浙江省金华市义乌市文明北路15号,119.93016,29.28579,义乌市,幼儿园,119.934767,29.282866
224,宗塘幼儿园,浙江省金华市义乌市宗塘二区88幢,120.10249,29.30155,义乌市,幼儿园,120.10737,29.299071
225,向日葵幼儿园,浙江省金华市义乌市遗安二区3幢,120.06993,29.354,义乌市,幼儿园,120.074803,29.351812
226,米朗幼儿园,浙江省金华市义乌市下傅小区100幢3号,120.06327,29.28173,义乌市,幼儿园,120.067956,29.279206
227,育深幼儿园,浙江省金华市义乌市九联黄古头19幢,120.05114,29.27028,义乌市,幼儿园,120.055388,29.267663
228,童店幼儿园,浙江省金华市义乌市童店二区10幢,120.04684,29.28686,义乌市,幼儿园,120.051629,29.284242
229,城西街道东河幼儿园,浙江省金华市义乌市东河工商街110号,119.988759,29.310369,义乌市,幼儿园,119.993162,29.307719
230,新世纪幼儿园,浙江省金华市义乌市城店路180号,120.05188,29.29801,义乌市,幼儿园,120.056664,29.29547
231,何宅幼儿园,浙江省金华市义乌市浙江省金华市义乌市,120.09443,29.31084,义乌市,幼儿园,120.189984,29.30907
232,厚富幼儿园,浙江省金华市义乌市厚富小区36幢1号,120.059206,29.348104,义乌市,幼儿园,120.063951,29.345673
233,现代名人幼儿园,浙江省金华市义乌市望道路现代花园内,120.046336,29.315614,义乌市,幼儿园,120.051076,29.312975
234,七色花幼儿园,浙江省金华市义乌市八角井13幢1号,120.021937,29.287278,义乌市,幼儿园,120.026731,29.284388
235,育红幼儿园,浙江省金华市义乌市佛堂镇剡溪村北68号,120.04412,29.18248,义乌市,幼儿园,120.0486,29.1796
236,七彩山口幼儿园,浙江省金华市义乌市山口小区82幢,120.10859,29.29686,义乌市,幼儿园,120.113329,29.294323
237,下骆宅第二幼儿园,浙江省金华市义乌市振兴西路16号,120.13386,29.33433,义乌市,幼儿园,120.13826,29.332019
238,江南幼儿园,浙江省金华市义乌市江南一区20幢22号,120.069352,29.289191,义乌市,幼儿园,120.074138,29.286492
239,信达幼儿园,浙江省金华市义乌市上溪镇信达路8号,119.9199,29.27328,义乌市,幼儿园,119.924196,29.270124
240,金喇叭幼儿园,浙江省金华市义乌市前流新村58,120.0347,29.24247,义乌市,幼儿园,120.039574,29.239957
241,米兰幼儿园,浙江省金华市义乌市陈陀新村19幢,120.16663,29.3537,义乌市,幼儿园,120.171289,29.350996
242,娃哈哈幼儿园,浙江省金华市义乌市公园村,120.16773,29.32804,义乌市,幼儿园,120.172214,29.325411
243,赤岸幼儿园,浙江省金华市义乌市双峰路56西南方向137米,120.06152,29.13137,义乌市,幼儿园,120.03827,29.145296
244,义乌市江东中心幼儿园,浙江省金华市义乌市江南四区55幢,120.070042,29.285183,义乌市,幼儿园,120.074859,29.282873
245,东洲第二幼儿园,浙江省金华市义乌市东洲·流云苑7幢1,120.107555,29.308571,义乌市,幼儿园,120.111984,29.305922
246,小白鸽幼儿园,浙江省金华市义乌市廿三里镇信联街82号,120.16387,29.32742,义乌市,幼儿园,120.168278,29.325801
247,龙回红五星幼儿园,浙江省金华市义乌市龙回四区71幢,120.01901,29.29018,义乌市,幼儿园,120.023568,29.287682
248,义乌市城西街道中心幼儿园,浙江省金华市义乌市伏龙山南路33号6~8西北方向139米,119.98242,29.29206,义乌市,幼儿园,119.987327,29.28964
249,东洲第一幼儿园,浙江省金华市义乌市东洲·眺雨苑10幢1,120.114735,29.310983,义乌市,幼儿园,120.119461,29.308519
250,东苑幼儿园,浙江省金华市义乌市下朱D区2幢,120.12467,29.31872,义乌市,幼儿园,120.1293,29.316221
251,福田鑫灿幼儿园鑫苑幼儿园分园,浙江省金华市义乌市诚信三区27幢,120.11402,29.35091,义乌市,幼儿园,120.118535,29.348422
252,经发幼儿园,浙江省金华市义乌市杨三村13幢,120.03746,29.2946,义乌市,幼儿园,120.042544,29.292152
253,北苑街道路北幼儿园,浙江省金华市义乌市春晗二区109幢,120.06756,29.3355,义乌市,幼儿园,120.072366,29.333181
254,叮叮幼儿园,浙江省金华市义乌市桥东街20正北方向35米,120.086976,29.303676,义乌市,幼儿园,120.09136,29.301542
255,福田幼儿园,浙江省金华市义乌市长春二区48幢,120.09198,29.33311,义乌市,幼儿园,120.096682,29.33059
256,商博幼儿园,浙江省金华市义乌市下朱B区4幢,120.11842,29.31809,义乌市,幼儿园,120.123029,29.315577
257,鑫苑幼儿园,浙江省金华市义乌市诚信一区53幢1号,120.109584,29.349506,义乌市,幼儿园,120.114291,29.346952
258,小天鹅幼儿园,浙江省金华市义乌市长春二区33幢1,120.09228,29.33388,义乌市,幼儿园,120.096961,29.33147
259,佳爱幼儿园,浙江省金华市义乌市望道路255,120.04634,29.32175,义乌市,幼儿园,120.050835,29.318947
260,学雅幼儿园,浙江省金华市义乌市杨二村10幢,120.03217,29.29214,义乌市,幼儿园,120.037417,29.289683
261,大元幼儿园,浙江省金华市义乌市尚书府15栋正北方向32米,120.1408,29.2974,义乌市,幼儿园,120.145451,29.294953
262,义乌市机关实验幼儿园,浙江省金华市义乌市稠州中路408号西北方向97米,120.0677,29.29822,义乌市,幼儿园,120.072264,29.295614
263,欣欣向荣幼儿园,浙江省金华市义乌市江东街道青岩傅村,120.085357,29.267818,义乌市,幼儿园,120.090407,29.265458
264,义乌市赤岸镇毛店幼儿园,浙江省金华市义乌市五指山路与毛下线交叉口西南200米,119.99316,29.10155,义乌市,幼儿园,119.997776,29.098545
265,义乌市江东街道快乐幼儿园,浙江省金华市义乌市金村C区37幢,120.08452,29.2963,义乌市,幼儿园,120.089221,29.293911
266,曹村幼儿园,浙江省金华市义乌市后宅街道曹村正东方向158米,120.015616,29.376737,义乌市,幼儿园,120.020224,29.374359
267,心声幼儿园,浙江省金华市义乌市大士路39号,120.03712,29.19442,义乌市,幼儿园,120.041756,29.191968
268,寺口蒋幼儿园,浙江省金华市义乌市上溪镇寺口蒋村委会,119.91665,29.24045,义乌市,幼儿园,119.921173,29.23756
269,安安幼儿园,浙江省金华市义乌市后申塘二区14幢,120.0196,29.283115,义乌市,幼儿园,120.02419,29.280472
270,梅湖国际幼儿园,浙江省金华市义乌市义乌市梅湖体育中心体育馆,120.1034,29.31581,义乌市,幼儿园,120.109151,29.31312
271,象山幼儿园,浙江省金华市义乌市象山村,119.99815,29.2738,义乌市,幼儿园,120.002644,29.271153
272,启龙幼儿园,浙江省金华市义乌市兴工路11号,120.04645,29.30945,义乌市,幼儿园,120.053254,29.307239
273,义乌市实验幼儿园,浙江省金华市义乌市宾王商贸区五街169,120.08249,29.31142,义乌市,幼儿园,120.087768,29.308833
274,佛堂镇第二幼儿园,浙江省金华市义乌市道院路46,120.0195,29.20298,义乌市,幼儿园,120.024242,29.200291
275,摇篮幼儿园,浙江省金华市义乌市戚继光路36-3,120.048136,29.304045,义乌市,幼儿园,120.052828,29.301535
276,希星幼儿园,浙江省金华市义乌市孝子祠29幢1,120.0792,29.31592,义乌市,幼儿园,120.084014,29.313475
277,东方之珠幼儿园,浙江省金华市义乌市龚大塘一区41幢,120.0775,29.29465,义乌市,幼儿园,120.082426,29.292005
278,前店幼儿园,浙江省金华市义乌市森屋村75号,120.10027,29.38335,义乌市,幼儿园,120.104967,29.38088
279,后宅幼儿园,浙江省金华市义乌市后宅街道黄宁路70号,120.05489,29.37642,义乌市,幼儿园,120.059423,29.373988
280,育苗幼儿园,浙江省金华市义乌市后申塘一区13幢,120.02051,29.2839,义乌市,幼儿园,120.025203,29.281265
281,巧巧幼儿园,浙江省金华市义乌市童店一区47幢,120.04889,29.28916,义乌市,幼儿园,120.053714,29.28659
282,嘟嘟熊幼儿园,浙江省金华市义乌市涌金大道B23号,120.10242,29.36571,义乌市,幼儿园,120.107082,29.36334
283,江东商苑幼儿园,浙江省金华市义乌市商苑,120.0844,29.2926,义乌市,幼儿园,120.089066,29.290435
284,安心幼儿园,浙江省金华市义乌市赵宅二区11幢3~5号,120.091111,29.319973,义乌市,幼儿园,120.095897,29.317436
285,银海鑫焕幼儿园,浙江省金华市义乌市银海二区15幢,120.10064,29.34433,义乌市,幼儿园,120.105339,29.341847
286,义乌市上溪幼儿园,浙江省金华市义乌市文明北路68号,119.93154,29.28741,义乌市,幼儿园,119.935949,29.284512
287,天成幼儿园,浙江省金华市义乌市龙回一区20幢,120.016107,29.295665,义乌市,幼儿园,120.020862,29.292881
288,贝贝幼儿园,浙江省金华市义乌市渡磬北路38,120.006516,29.206477,义乌市,幼儿园,119.931567,29.27329
289,爱德幼儿园,浙江省金华市义乌市荷叶塘下西陶荷叶塘中学后门对面西南方向96米,120.11942,29.37964,义乌市,幼儿园,120.12427,29.377162
290,福颖幼儿园,浙江省金华市义乌市贝村路308号,120.053404,29.295879,义乌市,幼儿园,120.058063,29.293708
291,望道路幼儿园,浙江省金华市义乌市浙江省金华市义乌市,120.03922,29.34271,义乌市,幼儿园,120.044015,29.340287
292,中天幼儿园,浙江省金华市义乌市何界北站四区,120.03695,29.36967,义乌市,幼儿园,120.043038,29.363619
293,博雅幼儿园,浙江省金华市义乌市后园村150号,120.04553,29.24773,义乌市,幼儿园,120.050213,29.245193
294,夏演幼儿园,浙江省金华市义乌市夏桥街41,119.96575,29.29548,义乌市,幼儿园,119.970792,29.293006
295,后宅街道鹤田幼儿园,浙江省金华市义乌市后宅街道鹤田村二区,120.06032,29.41288,义乌市,幼儿园,120.065026,29.410444
296,红果果幼儿园,浙江省金华市义乌市浙江省金华市义乌市,119.957,29.20631,义乌市,幼儿园,119.961449,29.203632
297,小天使幼儿园,浙江省金华市义乌市下沿塘316-317,120.00653,29.27636,义乌市,幼儿园,120.011122,29.273692
298,义亭镇中心幼儿园,浙江省金华市义乌市嫦娥路25正西方向167米,119.95137,29.24478,义乌市,幼儿园,119.9559,29.242208
299,益公山幼儿园,浙江省金华市义乌市益公山西区5幢,119.97957,29.29421,义乌市,幼儿园,119.984851,29.29152
300,麻车塘幼儿园,浙江省金华市义乌市西田畈村8幢1-2号,120.16356,29.35,义乌市,幼儿园,120.168188,29.347545
301,中洋幼儿园,浙江省金华市义乌市浙江省金华市义乌市,119.97287,29.23556,义乌市,幼儿园,119.977319,29.232823
302,洪华凯旋幼儿园,浙江省金华市义乌市后宅街道洪华新村40幢,120.07164,29.35707,义乌市,幼儿园,120.076412,29.354727
303,毛店幼儿园,浙江省金华市义乌市毛店村9,120.038574,29.256682,义乌市,幼儿园,120.043199,29.253992
304,义乌时光民族幼儿园,浙江省金华市义乌市凤凰山小区51幢,120.06163,29.29551,义乌市,幼儿园,120.066392,29.293112
305,堂阁三维幼儿园,浙江省金华市义乌市稠城街道堂阁村38号,120.10543,29.38685,义乌市,幼儿园,120.110172,29.384567
306,西何幼儿园,浙江省金华市义乌市后宅街道德胜路27号东北方向122米,120.04904,29.37156,义乌市,幼儿园,120.053405,29.369487
307,义乌市梅园幼儿园,浙江省金华市义乌市稠州中路408号西北方向97米,120.0677,29.29822,义乌市,幼儿园,120.07247,29.295821
308,卡璐璐幼儿园,浙江省金华市义乌市黄杨梅一区88幢正西方向95米,120.04298,29.31146,义乌市,幼儿园,120.047556,29.308911
309,金城高尔夫幼儿园,浙江省金华市义乌市金城高尔夫二期20栋,120.06365,29.35973,义乌市,幼儿园,120.069076,29.357426
310,义乌市稠江中心幼儿园,浙江省金华市义乌市枫华路100,120.04051,29.30328,义乌市,幼儿园,120.044706,29.300763
311,星星幼儿园,浙江省金华市义乌市江东街道九联西赵村99号,120.03568,29.2573,义乌市,幼儿园,120.040206,29.254757
312,永新幼儿园,浙江省金华市义乌市苏溪永康路128号,120.12894,29.4198,义乌市,幼儿园,120.133644,29.417124
313,苏溪镇后山坞幼儿园,浙江省金华市义乌市里宅8幢,120.137246,29.391599,义乌市,幼儿园,120.141901,29.389096
314,义乌市荷叶塘幼儿园,浙江省金华市义乌市听涛南路9号,120.11348,29.37282,义乌市,幼儿园,120.118178,29.370655
315,南环幼儿园,浙江省金华市义乌市江南三区92幢1,120.081429,29.286311,义乌市,幼儿园,120.086102,29.28376
316,国贸幼儿园,浙江省金华市义乌市福田二区28幢,120.09566,29.33953,义乌市,幼儿园,120.100205,29.337106
317,荷店塘幼儿园,浙江省金华市义乌市矿机一路4号楼(金都网吧隔壁),119.9727,29.24638,义乌市,幼儿园,119.977263,29.243684
318,扬帆幼儿园,浙江省金华市义乌市龙回四区70幢,120.01849,29.2901,义乌市,幼儿园,120.023139,29.28767
319,大陈第一幼儿园,浙江省金华市义乌市镇中北路33号,120.09359,29.46553,义乌市,幼儿园,120.098433,29.463123
320,义乌市稠城中心幼儿园,浙江省金华市义乌市浙江省金华市义乌市,120.07583,29.30752,义乌市,幼儿园,120.08031,29.30496
321,鲇溪幼儿园,浙江省金华市义乌市鲇溪新村26幢,120.09209,29.30651,义乌市,幼儿园,120.096729,29.304105
322,起点幼儿园,浙江省金华市义乌市商城大道兴港小区62幢,120.08592,29.33638,义乌市,幼儿园,120.090902,29.333858
323,义乌市稠江向荣幼儿园,浙江省金华市义乌市松门山东区9幢,120.04666,29.29576,义乌市,幼儿园,120.051389,29.29326
324,遗安幼儿园,浙江省金华市义乌市城北路,120.0609,29.35322,义乌市,幼儿园,120.06579,29.350797
325,稠关幼儿园,浙江省金华市义乌市稠关一区19幢3~5号,120.05132,29.303561,义乌市,幼儿园,120.056034,29.30087
326,金村幼儿园,浙江省金华市义乌市浙江省金华市义乌市,120.00409,29.25009,义乌市,幼儿园,120.00865,29.247339
327,成红幼儿园,浙江省金华市义乌市厚富小区78幢,120.06204,29.34986,义乌市,幼儿园,120.066781,29.347458
328,一一幼儿园,浙江省金华市义乌市大陈镇镇中北路151号正南方向164米,120.0901,29.47392,义乌市,幼儿园,120.095013,29.471989
329,聪明宝贝幼儿园,浙江省金华市义乌市廿三里石柱下38幢2单元,120.156331,29.337122,义乌市,幼儿园,120.16099,29.334744
330,新思维幼儿园,浙江省金华市义乌市丹溪二区32幢,120.054659,29.32621,义乌市,幼儿园,120.059294,29.323762
331,官塘下幼儿园,浙江省金华市义乌市稠江街道官塘下下店村6号,120.0174,29.2721,义乌市,幼儿园,120.022058,29.269474
332,湖门幼儿园,浙江省金华市义乌市湖门村,120.04045,29.399626,义乌市,幼儿园,120.044838,29.396665
333,贝贝星幼儿园,浙江省金华市义乌市全村1幢1号西南方向44米,119.981664,29.243832,义乌市,幼儿园,119.986178,29.241294
334,育才幼儿园,浙江省金华市义乌市稠州西路230巷1-5号,120.054,29.30084,义乌市,幼儿园,120.058846,29.298286
335,星空幼儿园,浙江省金华市义乌市莲塘三区1幢,120.06172,29.34084,义乌市,幼儿园,120.066066,29.338336
336,大陈镇中心幼儿园,浙江省金华市义乌市团结村,120.10955,29.45763,义乌市,幼儿园,120.114865,29.455055
337,义乌市双双幼儿园剧院分园,浙江省金华市义乌市新光南路23号,120.12923,29.31236,义乌市,幼儿园,120.13438,29.309998
338,稠山幼儿园,浙江省金华市义乌市稠山一区103幢,120.05415,29.3403,义乌市,幼儿园,120.059255,29.338068
339,绣川幼儿园,浙江省金华市义乌市绣湖广场金鲤坊1号世纪联华旁古建筑内,120.06724,29.30558,义乌市,幼儿园,120.071678,29.302773
340,晨润幼儿园,浙江省金华市义乌市黎明湖路327,120.05842,29.27135,义乌市,幼儿园,120.062992,29.268858
341,浙江师范大学杭州幼儿师范学院附属义乌幼儿园,浙江省金华市义乌市北苑路140号,120.04499,29.32334,义乌市,幼儿园,120.049474,29.321326
342,商贸幼儿园,浙江省金华市义乌市福田二区59幢1号,120.09578,29.33642,义乌市,幼儿园,120.100667,29.333925
343,胜于蓝幼儿园,浙江省金华市义乌市凯吉路213,120.03602,29.30586,义乌市,幼儿园,120.040517,29.303319
344,聪聪幼儿园,浙江省金华市义乌市苏溪胡宅横街28幢,120.12294,29.41765,义乌市,幼儿园,120.12759,29.415344
345,义乌市稠城小螺号幼儿园,浙江省金华市义乌市稠江路4巷1号,120.08396,29.30989,义乌市,幼儿园,120.088599,29.30716
346,青岩刘幼儿园,浙江省金华市义乌市青岩刘B区3幢,120.08474,29.28901,义乌市,幼儿园,120.089582,29.286598
347,小青青幼儿园,浙江省金华市义乌市稠义路888号东北方向179米,119.99458,29.2653,义乌市,幼儿园,119.998975,29.262576
348,李塘幼儿园,浙江省金华市义乌市李塘村岩托下12号,120.182316,29.368341,义乌市,幼儿园,120.18707,29.365765
349,义乌市宾王幼儿园,浙江省金华市义乌市宗泽路236号,120.08806,29.32418,义乌市,幼儿园,120.092941,29.32121
350,西谷幼儿园,浙江省金华市义乌市西谷村37栋1单元,120.13208,29.304,义乌市,幼儿园,120.137032,29.302082
351,新丝路国际幼儿园,浙江省金华市义乌市楼西塘26幢西北方向67米,120.1215,29.337,义乌市,幼儿园,120.126487,29.334859
352,义乌市佛堂镇幼儿园,浙江省金华市义乌市佛画线永顺缝纫设备东100米,120.02768,29.20623,义乌市,幼儿园,120.032408,29.203075
353,新艺幼儿园,浙江省金华市义乌市兴中小区25幢10号,120.096032,29.322571,义乌市,幼儿园,120.100797,29.32013
354,义乌市稠州幼儿园,浙江省金华市义乌市通惠门路16,120.07172,29.31122,义乌市,幼儿园,120.076706,29.308484
355,绿泡泡幼儿园,浙江省金华市义乌市十二山头18幢,120.04988,29.36415,义乌市,幼儿园,120.054591,29.361613
356,义乌市廿三里街道中心幼儿园,浙江省金华市义乌市如铺新村1幢18,120.16398,29.33017,义乌市,幼儿园,120.168591,29.327291
357,启航幼儿园鲇溪第二分园,浙江省金华市义乌市东洲路121~127号,120.11048,29.31126,义乌市,幼儿园,120.114943,29.308726
358,小叮当幼儿园,浙江省金华市义乌市百安街21,119.940215,29.286984,义乌市,幼儿园,119.944805,29.284157
359,永胜幼儿园,浙江省金华市义乌市永胜小区106幢1号,120.10299,29.3078,义乌市,幼儿园,120.107596,29.30525
360,新时代幼儿园,浙江省金华市义乌市义驾山西街28号,120.08696,29.31407,义乌市,幼儿园,119.969649,29.295498
361,诚信幼儿园,浙江省金华市义乌市诚信一区71幢6-2,120.10989,29.3532,义乌市,幼儿园,120.114405,29.350775
362,哆哆熊幼儿园,浙江省金华市义乌市浙江省金华市义乌市,120.13565,29.3159,义乌市,幼儿园,120.14034,29.313377
363,佛堂镇合作幼儿园,浙江省金华市义乌市佛堂镇起鸣村,120.01004,29.21411,义乌市,幼儿园,120.030378,29.22624
364,春晗幼儿园,浙江省金华市义乌市春晗二区87幢,120.066,29.33575,义乌市,幼儿园,120.070691,29.333252
365,复兴幼儿园,浙江省金华市义乌市复兴一区36幢,120.052417,29.314592,义乌市,幼儿园,120.056912,29.312007
366,南洲幼儿园,浙江省金华市义乌市东山头村86,120.05691,29.26336,义乌市,幼儿园,120.061311,29.260721
367,稠江街道大水畈幼儿园,浙江省金华市义乌市大水畈村7幢,120.04187,29.30309,义乌市,幼儿园,120.046476,29.300494
368,展苑幼儿园,浙江省金华市义乌市清溪东路31号,120.13166,29.3173,义乌市,幼儿园,120.136096,29.314539
369,双馨幼儿园,浙江省金华市义乌市万商华府北81号东南方向39米,119.97691,29.30096,义乌市,幼儿园,119.981446,29.298225
370,贝斯特幼儿园,浙江省金华市义乌市季宅二区45幢,120.025451,29.312195,义乌市,幼儿园,120.030276,29.309802
371,新岸幼儿园,浙江省金华市义乌市朝阳街28号,120.13086,29.41456,义乌市,幼儿园,120.135458,29.412126
372,北站幼儿园,浙江省金华市义乌市北站一区5幢,120.04524,29.36966,义乌市,幼儿园,120.049996,29.367207
373,尚经幼儿园,浙江省金华市义乌市稠城街道下骆宅尚经村正北方向78米,120.13333,29.36591,义乌市,幼儿园,120.137995,29.363296
374,义乌市赤岸镇中心幼儿园,浙江省金华市义乌市赤岸镇石城路10号,120.03163,29.15394,义乌市,幼儿园,120.036629,29.151163
375,江东街道供店幼儿园,浙江省金华市义乌市供店村1,120.03938,29.24519,义乌市,幼儿园,120.043892,29.242549
376,万商华府幼儿园,浙江省金华市义乌市万商华府东1号正东方向169米,119.9762,29.29862,义乌市,幼儿园,119.98091,29.295849
377,东河小学,浙江省金华市义乌市城西街道东河工商街2号正西方向78米,119.9866,29.31135,义乌市,小学,119.991707,29.309221
378,义乌市廿三里第二小学,浙江省金华市义乌市银海路1325,120.16945,29.34072,义乌市,小学,120.173346,29.340155
379,义乌市蓝天学校,浙江省金华市义乌市浙江省金华市义乌市,119.98758,29.29904,义乌市,小学,119.992201,29.296586
380,义乌市龙回实验小学,浙江省金华市义乌市浙江省金华市义乌市,120.013444,29.291985,义乌市,小学,120.017802,29.289934
381,义乌市田心小学,浙江省金华市义乌市田心二村588,120.013456,29.181816,义乌市,小学,120.018355,29.17888
382,义乌市大陈小学,浙江省金华市义乌市文化路21,120.0938,29.46839,义乌市,小学,120.098402,29.466744
383,义乌市福田小学,浙江省金华市义乌市商城大道55,120.09398,29.33681,义乌市,小学,120.097999,29.33486
384,义乌市幸福湖小学,浙江省金华市义乌市群英路,120.062589,29.364564,义乌市,小学,120.066995,29.362056
385,佛堂小学,浙江省金华市义乌市大成路368,120.010991,29.197521,义乌市,小学,120.01532,29.195516
386,江滨小学,浙江省金华市义乌市荷园路62号,120.067283,29.296719,义乌市,小学,120.071979,29.29457
387,义乌市鹤田小学,浙江省金华市义乌市后宅街道鹤田村,120.05761,29.41012,义乌市,小学,120.061798,29.407722
388,义乌市荷叶塘小学,浙江省金华市义乌市浙江省金华市义乌市,120.12435,29.37816,义乌市,小学,120.128733,29.37516
389,义乌市育英小学,浙江省金华市义乌市东山路8号正东方向64米,120.13393,29.32145,义乌市,小学,120.138365,29.318968
390,吴店小学,浙江省金华市义乌市浙江省金华市义乌市,119.90711,29.26123,义乌市,小学,119.911218,29.258059
391,义乌市五爱小学,浙江省金华市义乌市五爱路136,120.09073,29.30726,义乌市,小学,120.095527,29.304382
392,义乌市上溪镇溪华小学,浙江省金华市义乌市上溪镇溪华村,119.89526,29.315357,义乌市,小学,119.900049,29.312737
393,义乌市黄杨梅小学,浙江省金华市义乌市北苑街道三凯路56号,120.042763,29.310326,义乌市,小学,120.048064,29.308005
394,松门山小学,浙江省金华市义乌市松门山东区24幢,120.04582,29.29715,义乌市,小学,120.05053,29.293162
395,毛店小学,浙江省金华市义乌市毛店村,119.99666,29.10019,义乌市,小学,120.001168,29.098015
396,义乌市大陈镇东塘小学,浙江省金华市义乌市浙江省金华市义乌市,120.1662,29.50152,义乌市,小学,120.170015,29.498751
397,成杰小学,浙江省金华市义乌市上傅村委会,120.046845,29.191061,义乌市,小学,120.051736,29.188558
398,义乌市前店小学,浙江省金华市义乌市前店四区28,120.10629,29.38294,义乌市,小学,120.110775,29.38114
399,义亭小学(重阳校区),浙江省金华市义乌市义亭镇直街35号正南方向78米,119.95931,29.23635,义乌市,小学,119.963594,29.233539
400,义乌市皖松小学,浙江省金华市义乌市浙江省金华市义乌市,120.1223,29.329362,义乌市,小学,120.12743,29.326873
401,义乌市青口小学,浙江省金华市义乌市江东东路505,120.12336,29.3192,义乌市,小学,120.127581,29.317826
402,义乌市倍磊小学,浙江省金华市义乌市浙江省金华市义乌市,119.97748,29.16994,义乌市,小学,119.982483,29.166334
403,西山下小学,浙江省金华市义乌市西山下村449号,120.16098,29.39595,义乌市,小学,119.978181,29.305076
404,义乌市夏演小学,浙江省金华市义乌市夏桥街48号,119.963758,29.294798,义乌市,小学,119.968508,29.292536
405,义乌市佛堂镇中心学校,浙江省金华市义乌市大成路368,120.01099,29.19752,义乌市,小学,120.015795,29.195744
406,义乌市启东小学星光校区,浙江省金华市义乌市浙江省金华市义乌市,120.122587,29.441582,义乌市,小学,120.127248,29.439452
407,义乌市上溪镇黄山小学,浙江省金华市义乌市黄山一村,119.9123,29.33674,义乌市,小学,119.916807,29.333883
408,王店小学,浙江省金华市义乌市王店村1,120.18345,29.34091,义乌市,小学,120.187905,29.33831
409,义乌市义亭镇义亭小学,浙江省金华市义乌市浙江省金华市义乌市,119.95913,29.2423,义乌市,小学,119.963393,29.24062
410,义乌市官塘小学,浙江省金华市义乌市昌盛路189号,120.000632,29.271579,义乌市,小学,120.006234,29.268499
411,义乌市华立小学,浙江省金华市义乌市人民路100号,120.12362,29.41,义乌市,小学,120.127269,29.408242
412,义乌市塘李小学,浙江省金华市义乌市川塘村79,120.01391,29.37579,义乌市,小学,120.018441,29.373405
413,义乌市保联小学,浙江省金华市义乌市春江路88,120.07393,29.30015,义乌市,小学,120.078446,29.297361
414,佛堂二小,浙江省金华市义乌市浙江省金华市义乌市,120.00231,29.20946,义乌市,小学,120.007462,29.207083
415,义乌市赤岸镇尚阳小学,浙江省金华市义乌市浙江省金华市义乌市,119.96255,29.09752,义乌市,小学,119.967306,29.095402
416,浙江师范大学附属义乌小学,浙江省金华市义乌市西江路500号,120.05075,29.28328,义乌市,小学,120.055179,29.281468
417,义乌市廿三里第一小学,浙江省金华市义乌市镇南路1号,120.16968,29.32648,义乌市,小学,120.161265,29.326163
418,义乌市上溪镇祥贝小学,浙江省金华市义乌市祥贝村1,119.93742,29.26766,义乌市,小学,119.941658,29.264756
419,义乌市徐江小学,浙江省金华市义乌市江东街道徐中路30号,120.04859,29.25661,义乌市,小学,120.054342,29.253904
420,义乌市江湾小学,浙江省金华市义乌市浙江省金华市义乌市,120.0229,29.26532,义乌市,小学,120.027174,29.262019
421,义乌市佛堂镇第三小学,浙江省金华市义乌市佛堂大道1881,120.036172,29.220244,义乌市,小学,120.040836,29.218246
